idx	date	temperature	humidity
1	2015-09-13 00:39:56	22	50
2	2015-09-13 00:54:56	22.0903	50.0881
3	2015-09-13 01:09:56	22.1485	50.1435
4	2015-09-13 01:24:56	22.2192	50.1692
5	2015-09-13 01:39:56	22.2289	50.0904
6	2015-09-13 01:54:56	22.3276	50.1652
7	2015-09-13 02:09:56	22.2538	50.2347
8	2015-09-13 02:24:56	22.3211	50.1487
9	2015-09-13 02:39:56	22.259	50.1639
10	2015-09-13 02:54:56	22.2882	50.238
11	2015-09-13 03:09:56	22.1908	50.2872
12	2015-09-13 03:24:56	22.2688	50.3627
13	2015-09-13 03:39:56	22.2759	50.2958
14	2015-09-13 03:54:56	22.2122	50.3943
15	2015-09-13 04:09:56	22.1637	50.4417
16	2015-09-13 04:24:56	22.0812	50.3621
17	2015-09-13 04:39:56	22.017	50.3658
18	2015-09-13 04:54:56	22.0493	50.401
19	2015-09-13 05:09:56	22.014	50.3245
20	2015-09-13 05:24:56	21.9494	50.2516
21	2015-09-13 05:39:56	22.0219	50.2905
22	2015-09-13 05:54:56	22.1119	50.3049
23	2015-09-13 06:09:56	22.1229	50.2532
24	2015-09-13 06:24:56	22.168	50.2445
25	2015-09-13 06:39:56	22.2417	50.3248
26	2015-09-13 06:54:56	22.2776	50.387
27	2015-09-13 07:09:56	22.3016	50.35
28	2015-09-13 07:24:56	22.3861	50.3727
29	2015-09-13 07:39:56	22.4558	50.3437
30	2015-09-13 07:54:56	22.4907	50.2783
31	2015-09-13 08:09:56	22.4838	50.297
32	2015-09-13 08:24:56	22.5076	50.3782
33	2015-09-13 08:39:56	22.528	50.3247
34	2015-09-13 08:54:56	22.5075	50.2806
35	2015-09-13 09:09:56	22.5431	50.3017
36	2015-09-13 09:24:56	22.5894	50.364
37	2015-09-13 09:39:56	22.6534	50.4205
38	2015-09-13 09:54:56	22.6675	50.4364
39	2015-09-13 10:09:56	22.6916	50.4175
40	2015-09-13 10:24:56	22.7089	50.3994
41	2015-09-13 10:39:56	22.768	50.3012
42	2015-09-13 10:54:56	22.823	50.3828
43	2015-09-13 11:09:56	22.8675	50.4441
44	2015-09-13 11:24:56	22.8231	50.5148
45	2015-09-13 11:39:56	22.8379	50.5723
46	2015-09-13 11:54:56	22.8591	50.548
47	2015-09-13 12:09:56	22.8058	50.5617
48	2015-09-13 12:24:56	22.7866	50.5311
49	2015-09-13 12:39:56	22.7872	50.579
50	2015-09-13 12:54:56	22.8619	50.6587
51	2015-09-13 13:09:56	22.8057	50.6305
52	2015-09-13 13:24:56	22.7194	50.6027
53	2015-09-13 13:39:56	22.717	50.5779
54	2015-09-13 13:54:56	22.6307	50.612
55	2015-09-13 14:09:56	22.5748	50.5684
56	2015-09-13 14:24:56	22.4801	50.5578
57	2015-09-13 14:39:56	22.5669	50.6258
58	2015-09-13 14:54:56	22.5936	50.5886
59	2015-09-13 15:09:56	22.5572	50.6627
60	2015-09-13 15:24:56	22.4744	50.7235
61	2015-09-13 15:39:56	22.4403	50.7945
62	2015-09-13 15:54:56	22.5176	50.7454
63	2015-09-13 16:09:56	22.5369	50.782
64	2015-09-13 16:24:56	22.4442	50.8798
65	2015-09-13 16:39:56	22.3985	50.8128
66	2015-09-13 16:54:56	22.3777	50.766
67	2015-09-13 17:09:56	22.4064	50.8638
68	2015-09-13 17:24:56	22.4092	50.9196
69	2015-09-13 17:39:56	22.316	50.9274
70	2015-09-13 17:54:56	22.3597	51.0096
71	2015-09-13 18:09:56	22.4075	50.9672
72	2015-09-13 18:24:56	22.4926	50.9214
73	2015-09-13 18:39:56	22.493	50.8324
74	2015-09-13 18:54:56	22.4499	50.7941
75	2015-09-13 19:09:56	22.4625	50.804
