date	idx	vcc	humidity	temperature
2015-09-21 00:50:51	1	3.07	51.3726	26.5
2015-09-21 00:50:51	2	3.06	51.3726	26.5
2015-09-21 00:51:01	3	3.07	51.3726	26.5
2015-09-21 00:51:11	4	3.07	50.1961	26.5
2015-09-21 00:51:21	5	3.06	50.1961	26.5
2015-09-21 00:51:32	6	3.07	50.1961	26.5
2015-09-21 00:51:42	7	3.07	50.1961	26.5
2015-09-21 00:51:52	8	3.07	50.1961	26.5
2015-09-21 00:52:02	9	3.07	50.1961	26.5
2015-09-21 00:52:13	10	3.07	50.1961	26.5
2015-09-21 00:52:23	11	3.07	50.5882	26.5
2015-09-21 00:52:33	12	3.07	50.1961	26.5
2015-09-21 00:52:43	13	3.07	50.1961	26.5
2015-09-21 00:52:54	14	3.07	50.1961	26.5
2015-09-21 00:53:04	15	3.07	51.3726	26.5
2015-09-21 00:53:14	16	3.07	51.7647	26.5
2015-09-21 00:53:24	17	3.07	50.5882	26.5
2015-09-21 00:53:35	18	3.08	50.1961	26.5
2015-09-21 00:53:45	19	3.07	50.1961	26.5
2015-09-21 00:53:55	20	3.07	50.1961	26.5
2015-09-21 00:54:05	21	3.07	50.1961	26.5
2015-09-21 00:54:16	22	3.07	50.1961	26.5
2015-09-21 00:54:26	23	3.07	50.1961	26.5
2015-09-21 00:54:36	24	3.07	50.1961	26.5
2015-09-21 00:54:46	25	3.07	51.3726	26.5
2015-09-21 00:54:57	26	3.07	50.9804	26.5
2015-09-21 00:55:07	27	3.07	50.1961	26.5
2015-09-21 00:55:17	28	3.07	50.1961	26.5
2015-09-21 00:55:27	29	3.07	50.5882	26.5
2015-09-21 00:55:38	30	3.07	50.5882	26.5
2015-09-21 00:55:48	31	3.07	50.1961	26.5
2015-09-21 00:55:58	32	3.07	50.1961	26.5
2015-09-21 00:56:08	33	3.07	50.1961	26.5
2015-09-21 00:56:19	34	3.07	50.5882	26.5
2015-09-21 00:56:29	35	3.07	50.1961	26.5
2015-09-21 00:56:39	36	3.07	50.1961	26.5
2015-09-21 00:56:49	37	3.07	50.1961	26.5
2015-09-21 00:57:00	38	3.07	50.1961	26.4
2015-09-21 00:57:10	39	3.07	49.8039	26.4
2015-09-21 00:57:20	40	3.07	50.1961	26.4
2015-09-21 00:57:30	41	3.07	50.1961	26.4
2015-09-21 00:57:41	42	3.07	50.1961	26.4
2015-09-21 00:57:51	43	3.07	50.1961	26.3
2015-09-21 00:58:01	44	3.07	50.1961	26.3
2015-09-21 00:58:11	45	3.07	50.1961	26.3
2015-09-21 00:58:22	46	3.07	50.1961	26.3
2015-09-21 00:58:32	47	3.07	50.1961	26.3
2015-09-21 00:58:42	48	3.07	50.1961	26.2
2015-09-21 00:58:52	49	3.07	50.1961	26.2
2015-09-21 00:59:03	50	3.07	50.1961	26.2
2015-09-21 00:59:13	51	3.07	50.1961	26.2
2015-09-21 00:59:23	52	3.07	50.5882	26.2
2015-09-21 00:59:33	53	3.07	50.5882	26.2
2015-09-21 00:59:44	54	3.07	50.5882	26.1
2015-09-21 00:59:54	55	3.07	50.5882	26.1
2015-09-21 01:00:04	56	3.07	50.5882	26.1
2015-09-21 01:00:14	57	3.07	50.5882	26.1
2015-09-21 01:00:25	58	3.07	50.5882	26.1
2015-09-21 01:00:35	59	3.07	50.5882	26.1
2015-09-21 01:00:45	60	3.07	50.5882	26.1
2015-09-21 01:00:55	61	3.07	50.5882	26.1
2015-09-21 01:01:06	62	3.07	50.5882	26
2015-09-21 01:01:16	63	3.07	50.5882	26
2015-09-21 01:01:26	64	3.07	50.9804	26
2015-09-21 01:01:36	65	3.07	50.9804	26
2015-09-21 01:01:47	66	3.07	50.9804	26
2015-09-21 01:01:57	67	3.07	50.9804	26
2015-09-21 01:02:07	68	3.07	50.9804	26
2015-09-21 01:02:17	69	3.07	50.9804	26
2015-09-21 01:02:28	70	3.07	50.5882	25.9
2015-09-21 01:02:38	71	3.07	50.9804	26
2015-09-21 01:02:48	72	3.07	50.9804	26
2015-09-21 01:02:58	73	3.07	50.5882	25.9
2015-09-21 01:03:09	74	3.07	50.5882	25.9
2015-09-21 01:03:19	75	3.07	50.9804	26
2015-09-21 01:03:29	76	3.07	50.5882	25.9
2015-09-21 01:03:39	77	3.07	50.5882	25.9
2015-09-21 01:03:50	78	3.07	50.5882	25.9
2015-09-21 01:04:00	79	3.07	50.5882	25.9
2015-09-21 01:04:10	80	3.07	50.5882	25.9
2015-09-21 01:04:20	81	3.07	50.5882	25.9
2015-09-21 01:04:31	82	3.07	50.5882	25.9
2015-09-21 01:04:41	83	3.07	50.5882	25.9
2015-09-21 01:04:51	84	3.07	50.5882	25.9
2015-09-21 01:05:01	85	3.07	50.5882	25.9
2015-09-21 01:05:12	86	3.07	50.5882	25.9
2015-09-21 01:05:22	87	3.07	50.9804	25.9
2015-09-21 01:05:32	88	3.07	50.9804	25.8
2015-09-21 01:05:42	89	3.07	50.9804	25.8
2015-09-21 01:05:53	90	3.07	50.9804	25.8
2015-09-21 01:06:03	91	3.07	50.9804	25.8
2015-09-21 01:06:13	92	3.07	50.9804	25.8
2015-09-21 01:06:23	93	3.07	50.9804	25.8
2015-09-21 01:06:34	94	3.07	50.9804	25.8
2015-09-21 01:06:44	95	3.07	50.9804	25.8
2015-09-21 01:06:54	96	3.07	50.9804	25.8
2015-09-21 01:07:04	97	3.07	50.9804	25.8
2015-09-21 01:07:15	98	3.06	50.9804	25.8
2015-09-21 01:07:25	99	3.07	50.9804	25.8
2015-09-21 01:07:35	100	3.06	50.9804	25.8
2015-09-21 01:07:45	101	3.06	50.9804	25.8
2015-09-21 01:07:56	102	3.07	50.9804	25.8
2015-09-21 01:08:06	103	3.07	50.9804	25.8
2015-09-21 01:08:16	104	3.06	50.9804	25.8
2015-09-21 01:08:26	105	3.07	50.9804	25.7
2015-09-21 01:08:37	106	3.07	50.9804	25.7
2015-09-21 01:08:47	107	3.07	50.9804	25.7
2015-09-21 01:08:57	108	3.07	50.9804	25.8
2015-09-21 01:09:07	109	3.07	50.9804	25.7
2015-09-21 01:09:18	110	3.07	50.9804	25.7
2015-09-21 01:09:28	111	3.07	50.9804	25.7
2015-09-21 01:09:38	112	3.07	50.9804	25.7
2015-09-21 01:09:48	113	3.07	50.9804	25.8
2015-09-21 01:09:59	114	3.06	50.9804	25.7
2015-09-21 01:10:09	115	3.06	50.9804	25.8
2015-09-21 01:10:19	116	3.07	50.9804	25.7
2015-09-21 01:10:29	117	3.06	50.9804	25.7
2015-09-21 01:10:40	118	3.06	50.9804	25.7
2015-09-21 01:10:50	119	3.07	50.9804	25.7
2015-09-21 01:11:00	120	3.07	52.9412	25.8
2015-09-21 01:11:10	121	3.07	51.7647	25.8
2015-09-21 01:11:21	122	3.07	51.3726	25.8
2015-09-21 01:11:31	123	3.07	50.9804	25.8
2015-09-21 01:11:41	124	3.06	50.9804	25.8
2015-09-21 01:11:51	125	3.07	50.9804	25.8
2015-09-21 01:12:02	126	3.06	50.9804	25.8
2015-09-21 01:12:12	127	3.06	50.9804	25.8
2015-09-21 01:12:22	128	3.07	50.9804	25.8
2015-09-21 01:12:32	129	3.07	50.9804	25.8
2015-09-21 01:12:43	130	3.07	50.9804	25.7
2015-09-21 01:12:53	131	3.07	50.9804	25.8
2015-09-21 01:13:03	132	3.07	50.9804	25.7
2015-09-21 01:13:13	133	3.07	50.9804	25.8
2015-09-21 01:13:23	134	3.06	50.9804	25.7
2015-09-21 01:13:34	135	3.06	50.9804	25.7
2015-09-21 01:13:44	136	3.07	50.9804	25.7
2015-09-21 01:13:54	137	3.07	50.9804	25.8
2015-09-21 01:14:04	138	3.07	50.9804	25.7
2015-09-21 01:14:15	139	3.06	50.9804	25.7
2015-09-21 01:14:25	140	3.07	50.9804	25.7
2015-09-21 01:14:35	141	3.07	50.9804	25.7
2015-09-21 01:14:45	142	3.07	50.9804	25.7
2015-09-21 01:14:56	143	3.06	50.9804	25.7
2015-09-21 01:15:06	144	3.06	50.9804	25.7
2015-09-21 01:15:16	145	3.06	50.9804	25.7
2015-09-21 01:15:26	146	3.07	51.3726	25.7
2015-09-21 01:15:37	147	3.06	50.9804	25.7
2015-09-21 01:15:47	148	3.07	51.3726	25.7
2015-09-21 01:15:57	149	3.06	51.3726	25.7
2015-09-21 01:16:07	150	3.07	51.3726	25.6
2015-09-21 01:16:18	151	3.06	50.9804	25.7
2015-09-21 01:16:28	152	3.07	51.3726	25.6
2015-09-21 01:16:38	153	3.06	51.3726	25.6
2015-09-21 01:16:48	154	3.07	51.3726	25.7
2015-09-21 01:16:59	155	3.07	51.3726	25.6
2015-09-21 01:17:09	156	3.07	51.3726	25.7
2015-09-21 01:17:19	157	3.07	51.3726	25.6
2015-09-21 01:17:29	158	3.06	51.3726	25.6
2015-09-21 01:17:40	159	3.07	51.3726	25.6
2015-09-21 01:17:50	160	3.07	51.3726	25.7
2015-09-21 01:18:00	161	3.07	51.3726	25.6
2015-09-21 01:18:10	162	3.06	51.3726	25.6
2015-09-21 01:18:21	163	3.07	51.3726	25.6
2015-09-21 01:18:31	164	3.06	51.3726	25.6
2015-09-21 01:18:41	165	3.07	51.3726	25.6
2015-09-21 01:18:51	166	3.06	51.3726	25.6
2015-09-21 01:19:02	167	3.07	51.3726	25.6
2015-09-21 01:19:12	168	3.07	51.3726	25.6
2015-09-21 01:19:22	169	3.06	51.3726	25.6
2015-09-21 01:19:32	170	3.07	51.3726	25.6
2015-09-21 01:19:43	171	3.07	51.3726	25.6
2015-09-21 01:19:53	172	3.06	51.3726	25.6
2015-09-21 01:20:03	173	3.06	51.3726	25.6
2015-09-21 01:20:13	174	3.07	51.3726	25.6
2015-09-21 01:20:24	175	3.06	51.3726	25.6
2015-09-21 01:20:34	176	3.07	51.3726	25.6
2015-09-21 01:20:44	177	3.06	51.3726	25.6
2015-09-21 01:20:54	178	3.06	51.3726	25.6
2015-09-21 01:21:05	179	3.07	51.3726	25.6
2015-09-21 01:21:15	180	3.06	51.3726	25.6
2015-09-21 01:21:25	181	3.06	51.3726	25.6
2015-09-21 01:21:35	182	3.06	51.3726	25.6
2015-09-21 01:21:46	183	3.07	51.3726	25.6
2015-09-21 01:21:56	184	3.06	51.3726	25.6
2015-09-21 01:22:06	185	3.06	51.3726	25.6
2015-09-21 01:22:16	186	3.06	51.3726	25.6
2015-09-21 01:22:27	187	3.07	51.3726	25.6
2015-09-21 01:22:37	188	3.07	51.3726	25.6
2015-09-21 01:22:47	189	3.06	51.3726	25.6
2015-09-21 01:22:57	190	3.06	51.3726	25.6
2015-09-21 01:23:08	191	3.06	51.3726	25.6
2015-09-21 01:23:18	192	3.06	51.3726	25.6
2015-09-21 01:23:28	193	3.06	51.3726	25.6
2015-09-21 01:23:38	194	3.07	51.3726	25.6
2015-09-21 01:23:49	195	3.06	51.3726	25.6
2015-09-21 01:23:59	196	3.07	51.3726	25.6
2015-09-21 01:24:09	197	3.06	51.3726	25.5
2015-09-21 01:24:19	198	3.06	51.3726	25.5
2015-09-21 01:24:30	199	3.06	51.3726	25.5
2015-09-21 01:24:40	200	3.06	51.3726	25.5
2015-09-21 01:24:50	201	3.06	51.3726	25.6
2015-09-21 01:25:00	202	3.06	51.3726	25.6
2015-09-21 01:25:11	203	3.06	51.3726	25.6
2015-09-21 01:25:21	204	3.06	51.3726	25.6
2015-09-21 01:25:31	205	3.06	51.3726	25.6
2015-09-21 01:25:41	206	3.06	51.3726	25.6
2015-09-21 01:25:52	207	3.06	51.3726	25.6
2015-09-21 01:26:02	208	3.06	51.3726	25.5
2015-09-21 01:26:12	209	3.06	51.3726	25.6
2015-09-21 01:26:22	210	3.07	51.3726	25.5
2015-09-21 01:26:33	211	3.06	51.3726	25.6
2015-09-21 01:26:43	212	3.06	51.3726	25.5
2015-09-21 01:26:53	213	3.06	51.3726	25.6
2015-09-21 01:27:03	214	3.06	51.3726	25.5
2015-09-21 01:27:14	215	3.06	51.3726	25.6
2015-09-21 01:27:24	216	3.06	51.3726	25.5
2015-09-21 01:27:34	217	3.06	51.3726	25.5
2015-09-21 01:27:44	218	3.06	51.3726	25.5
2015-09-21 01:27:55	219	3.06	51.3726	25.6
2015-09-21 01:28:05	220	3.06	51.3726	25.5
2015-09-21 01:28:15	221	3.06	51.3726	25.5
2015-09-21 01:28:25	222	3.06	51.3726	25.5
2015-09-21 01:28:36	223	3.06	51.3726	25.5
2015-09-21 01:28:46	224	3.06	51.3726	25.5
2015-09-21 01:28:56	225	3.06	51.3726	25.5
2015-09-21 01:29:06	226	3.06	51.3726	25.5
2015-09-21 01:29:17	227	3.06	51.3726	25.5
2015-09-21 01:29:27	228	3.06	51.3726	25.5
2015-09-21 01:29:37	229	3.06	51.3726	25.5
2015-09-21 01:29:47	230	3.06	51.3726	25.5
2015-09-21 01:29:58	231	3.06	51.3726	25.5
2015-09-21 01:30:08	232	3.06	51.3726	25.5
2015-09-21 01:30:18	233	3.06	51.3726	25.5
2015-09-21 01:30:28	234	3.06	51.3726	25.5
2015-09-21 01:30:39	235	3.06	51.3726	25.5
2015-09-21 01:30:49	236	3.06	51.3726	25.5
2015-09-21 01:30:59	237	3.06	51.3726	25.5
2015-09-21 01:31:09	238	3.06	51.3726	25.5
2015-09-21 01:31:20	239	3.06	51.3726	25.5
2015-09-21 01:31:30	240	3.06	51.3726	25.5
2015-09-21 01:31:40	241	3.06	51.3726	25.5
2015-09-21 01:31:50	242	3.06	51.3726	25.5
2015-09-21 01:32:01	243	3.06	51.3726	25.5
